"Church Name","District Name",Mainkey,Churchcode,"Church Mail To",ReportStatus,Validate
"Mount Vernon C&MA Church","Eastern PA District C&MA",301532,0942480,,Completed,Y
"Mountain Top C&MA Church","Western PA District C&MA",311488,5742673,saweav@gmail.com,Completed,Y
"Mountain Valley Church","Rocky Mountain District C&MA",307117,3330740,erickruegerCMA@gmail.com,Completed,Y
"Mountain View Alliance Church","Alliance Northwest District C&MA",306520,3053660,mark@sheltoncma.org,Completed,Y
"Mountain View Alliance Church","Eastern PA District C&MA",301437,0942330,mountainviewcma@comcast.net,Completed,Y
"Mountain View Alliance Church","The Alliance South",307380,3613360,mvcc.jasper.ga@gmail.com,Completed,N
"Mountain View Community Church","Alliance Northwest District C&MA",306386,3053280,office@MVCCweb.org,Completed,Y
"Mt Zion Vietnamese Alliance Church","Vietnamese District C&MA",740854,8906025,revpeternguyen2013@gmail.com,"Not Started",N
"Mulberry Street House of Hope","Ohio Valley District C&MA",774711,2839019,nesselroade@aol.com,"Not Started",N
"Muncie Alliance Church","The Alliance Midwest District",303560,1818627,info@munciealliance.org,Completed,Y
"Murrysville C&MA Church","Western PA District C&MA",311279,5742500,office@murrysvillealliancechurch.org,Completed,Y
"Naknek Community Bible Chapel","Alliance Northwest District C&MA",749695,3002008,hjg3@hotmail.com,"Not Started",N
"Namgajoo Fellowship Church","Korean District C&MA",312570,7806520,nyackats@gmail.com,Completed,N
"Nanty Glo C&MA Church","Western PA District C&MA",311289,5742510,rhave77@hotmail.com,Completed,Y
"Naples Alliance Church","The Alliance Southeast",308787,4212468,naplesalliance@gmail.com,Completed,Y
"Nashwauk Alliance Church","North Central District C&MA",305049,2727367,nac@nashwaukalliance.org,Completed,Y
"Naukati Bay Alliance Church","Alliance Northwest District C&MA",306052,3002667,smmccord@gmail.com,Completed,Y
"Navaho Mountain Alliance Church","South Pacific Alliance",314350,3904450,dr.haskins@yahoo.com,Completed,Y
"Neighborhood Alliance Church","Rocky Mountain District C&MA",307246,3356684,RivertonNAC@gmail.com,Completed,Y
"Neighborhood Alliance Church","The Alliance Southeast",308529,4212012,churchoffice@naclongwood.org,Completed,Y
"Neighborhood Church","Central Pacific District C&MA",300693,0606046,kathyvarner@ncchico.org,Completed,Y
"Neighborhood Church","Central Pacific District C&MA",300701,0606092,bertcoff359@att.net,"Not Started",N
"Neighborhood Church","Mid-Atlantic District C&MA",302920,1524600,office@neighborhoodc.org,Completed,Y
"NEO House Church Network","Central District C&MA",716303,0339018,neohcn@gmail.com,Completed,Y
"Neshannock Alliance Church","Western PA District C&MA",311294,5742515,nbsjas1@gmail.com,Completed,Y
"New Alliance Church International","The Alliance South",760034,3613017,pastormikemikanda@hotmail.com,"Not Started",N
"New Beginnings","Northeastern District C&MA",304554,2436540,church@newbeginningscma.org,Completed,Y
"New Beginnings Alliance Church","Western Great Lakes District C&MA",310624,5555500,catkins@nbacmadison.org,Completed,Y
"New Beginnings Church","Great Lakes District C&MA",301855,1026025,nbc252jackson@gmail.com,Completed,Y
"New Beginnings Fellowship of C&MA","The Alliance South",307383,3613365,info@mynbf.org,"Not Started",N
"New Birth Bible Church C&MA","South Pacific Alliance",308195,3906315,powerlinkla@aol.com,Completed,Y
"New Buffalo Alliance Church","Eastern PA District C&MA",301547,0942505,office@newbuffaloalliancechurch.org,Completed,Y
"New Castle First C&MA Church","Western PA District C&MA",311306,5742520,office@firstalliancenc.org,Completed,Y
"New City NYC International Church","Metropolitan District C&MA",785232,1236044,piero@newcityinternational.org,Completed,Y
"New Covenant Alliance Church","Alliance Northwest District C&MA",306047,3002664,907NCAC@gmail.com,Completed,Y
"New Covenant Alliance Church","The Alliance Southeast",739508,4212021,newcovenanthaitianchurch@yahoo.com,Completed,Y
"New Covenant International","Korean District C&MA",312700,7836335,hosea1011@hanmail.com,Completed,N
"New Creation Church","Alliance South Central",312971,4848518,oloredo2000@att.net,Completed,Y
"New Cumberland Alliance Church","Eastern PA District C&MA",301556,0942510,nccma.office@gmail.com,Completed,Y
"New Day Church","Central Pacific District C&MA",300710,0606109,newdayalliancechurch@gmail.com,Completed,Y
"New Design Church","Mid-Atlantic District C&MA",302888,1524555,ndc@newdesignchurch.com,Completed,Y
"New Ground","Alliance Northwest District C&MA",758404,3053009,questions@newgroundalliance.org,Completed,Y
"New Haven Chinese Alliance Church","Alliance New England",303743,2109210,bingbinmo@gmail.com,Completed,Y
"New Hebron Church","Korean District C&MA",727485,7806030,samuelsurh@gmail.com,Completed,Y
"New Hope Alliance Church","Alliance South Central",312954,4848115,nhac.office@gmail.com,Completed,Y
"New Hope Alliance Church","Mid-Atlantic District C&MA",303092,1551800,nh.winchester.cma@gmail.com,Completed,Y
"New Hope C&MA Church","Western PA District C&MA",716773,5742005,,Completed,Y
"New Hope Cambodian Evangelical Church","South Pacific Alliance",311756,3906733,kheangtuy@sbcglobal.net,Completed,Y
"New Hope Christian Fellowship","Mid-Atlantic District C&MA",303084,1551769,pastorpeter@newhopetoday.org,Completed,Y
"New Hope Church","Alliance Northwest District C&MA",770356,3041006,newhopelebanon@gmail.com,Completed,Y
"New Hope Church","Northeastern District C&MA",304249,2436085,office@newhopebville.com,Completed,Y
"New Hope Church C&MA","The Alliance South",307562,3637082,office@newhopeallianceangier.org,Completed,N
"New Hope Church Community","Central Pacific District C&MA",300944,0606723,pastortnich@yahoo.com,Completed,Y
"New Hope Community Church","Metropolitan District C&MA",302639,1236715,Newhopeccsi@gmail.com,Completed,Y
"New Hope Community Church","The Alliance Southeast",314639,4212479,office@newhopenp.org,Completed,Y
"New Hope Community Church of the C&MA","Alliance South Central",309312,4822499,Dawn.Neudahl@capitalone.com,Completed,Y
"New Jersey Logos Church","Korean District C&MA",342484,7834605,logosnj@gmail.com,"Not Started",N
"New Jersey Manna Church C&MA","Korean District C&MA",312629,7834125,namsookang@gmail.com,Completed,N
"New Jerusalem Cambodian Evangelical Church","Alliance South Central",311867,4848168,,Completed,Y
"New Life Alliance Church","The Alliance Midwest District",303541,1818396,newlifealliancelogansport@gmail.com,Completed,Y
"New Life Alliance Church","Western PA District C&MA",319727,5742246,newlife@atlanticbb.net,Completed,Y
"New Life Alliance Church","Northeastern District C&MA",304469,2436420,newlifealliancec@gmail.com,Completed,Y
"New Life Alliance Church","Great Lakes District C&MA",302152,1039771,office@mynewlifealliance.org,Completed,Y
"New Life Alliance Church","The Alliance Southeast",308993,4212720,newlife@newlifealliance.org,Completed,Y
"New Life Alliance Church","Mid-Atlantic District C&MA",302820,1510450,info@nlacnewark.org,Completed,Y
"New Life Arabic Alliance Church","The Alliance Midwest District",303228,1817278,newlifearabicministry@yahoo.com,"Not Started",N
"New Life Bible Church","Northeastern District C&MA",304645,2436685,newlifebiblecma@gmail.com,"Not Started",N
"New Life Chinese Church of the C&MA","Metropolitan District C&MA",727007,1234020,sandyweilixie@gmail.com,Completed,Y
"New Life Christian Alliance","South Pacific Alliance",308367,3906775,info@nlcac.org,Completed,Y
"New Life Christian Church","Alliance New England",304062,2133350,office@newlifechristianchurch.org,Completed,Y
"New Life Church","South Pacific Alliance",308371,3906800,tomsugi@gmail.com,Completed,Y
"New Life Church","North Central District C&MA",304869,2727060,pastpup@live.com,Completed,Y
"New Life Church of the C&MA","The Alliance Southeast",324097,4212929,prdutra10@gmail.com,Completed,Y
"New Life Church of the C&MA","North Central District C&MA",713240,2727014,admin@newlifeaitkin.com,Completed,Y
"New Life Church of the C&MA","Metropolitan District C&MA",339385,1236286,sarkisdiarbi@hotmail.com,Completed,Y
"New Life Community Chapel","The Alliance Southeast",329987,4212215,nlccchurch@aol.com,Completed,Y
"New Life Community Church of C&MA","MidAmerica District C&MA",310374,5431160,office@nlgi.church,Completed,Y
"New Life Ethiopian Evangelical Church","Northeastern District C&MA",770021,2436009,tadeeyeat@yahoo.com,"Not Started",N
"New Life Fellowship C&MA","The Alliance South",307437,3613594,nlfellowship@bellsouth.net,Completed,N
"New Life Fellowship C&MA","Northeastern District C&MA",304607,2436620,newlifespringville@yahoo.com,Completed,Y
"New Life Fellowship Church","Hmong District C&MA",325631,7320325,BrideofChrist2012@gmail.com,Completed,Y
"New Life Fellowship Church","Metropolitan District C&MA",302628,1236678,info@newlifefellowship.org,Completed,Y
"New Life Fellowship of the C&MA","Northeastern District C&MA",304580,2436585,office@newlifeinsaratoga.org,Completed,Y
"New Life Hmong Alliance Church","Hmong District C&MA",312479,7355500,xeevlooj@gmail.com,Completed,Y
"New Life Hmong Alliance Church","Hmong District C&MA",323309,7329705,newlifehmongalliance2004@gmail.com,Completed,Y
"New Life in Christ Worship Center","Hmong District C&MA",312349,7327650,mengmua8506@msn.com,Completed,Y
"New Life in the Bronx of the C&MA","Metropolitan District C&MA",302518,1236256,pastorrob914@yahoo.com,Completed,Y
"New Life Upstate Church","Hmong District C&MA",740650,7345010,newlifeupstate@gmail.org,Completed,Y
"New London Alliance Church","Central District C&MA",300383,0339527,office@nlalliancechurch.org,Completed,Y
"New Millennium Community Church","The Alliance Southeast",314640,4212697,preacher5673@outlook.com,Completed,Y
"New Orleans Evangelical Church","Vietnamese District C&MA",313365,8922501,trinhvuong22@yahoo.com,"Not Started",N
"New Revelation Alliance Church","The Alliance Southeast",314300,4212100,rev_joconstant@yahoo.com,Completed,Y
"New River Community Church","Alliance New England",303768,2109450,doug@newriverchurch.org,Completed,Y
"New Song Alliance Church","North Central District C&MA",314735,2727185,newsongalliance1@gmail.com,Completed,Y
"New Song Church","Korean District C&MA",314862,7834315,syulkim@gmail.com,Completed,N
"New Song Community Church","The Alliance Southeast",315145,4212709,everettash@aol.com,Completed,Y
"New Song Fellowship","The Alliance Midwest District",303237,1817325,newsongfellowship@sbcglobal.net,"Not Started",N
"New Spring Church","MidAmerica District C&MA",309904,5408565,hello@newspringcos.org,Completed,Y
"New Stanton C&MA Church","Western PA District C&MA",311335,5742555,newstantonalliance@gmail.com,Completed,Y
"New Vision Church","Alliance South Central",308507,4848170,newvisionchurch@yahoo.com,Completed,Y
"New Vision Church","The Alliance Southeast",308893,4212591,info@newvisionchurch.live,Completed,Y
"New Wilmington C&MA Church","Western PA District C&MA",311342,5742560,nwcma@hotmail.com,Completed,Y
"New York Chinese Alliance Church","Metropolitan District C&MA",302584,1236480,nycacadm@gmail.com,Completed,Y
"New York Mission Church of the C&MA","Korean District C&MA",312687,7836252,newmissionchurch@mail.com,Completed,N
"New York Mission Church of the C&MA","Korean District C&MA",312683,7836250,jjyi412@gmail.com,Completed,N
"New York Mosaic Church","Korean District C&MA",773100,7836003,changdongil@yahoo.com,Completed,Y
"Newark Vietnamese Alliance Church","Vietnamese District C&MA",313260,8906687,rvquan@yahoo.com,Completed,N
"Newbridge Church of the C&MA","Metropolitan District C&MA",770977,1234034,info@newbridgenj.com,Completed,Y
"Newhope Evangelical Church","Vietnamese District C&MA",723948,8906018,haidunganhuy@gmail.com,"Not Started",N
"NewLife Community Church","Central District C&MA",300325,0339350,office@nlifecma.org,Completed,Y
"Niagara Alliance Church","Northeastern District C&MA",304493,2436450,nacofficeniagara@gmail.com,Completed,Y
"Nittany Valley Alliance Church","Eastern PA District C&MA",301517,0942450,nittanyvalleyalliance@gmail.com,Completed,Y
"NJ Good Shepherd Church of the C&MA","Korean District C&MA",329001,7834560,wonkpark25@hotmail.com,Completed,Y
"Noel Church","Korean District C&MA",791487,7806032,happyart2000@gmail.com,"Not Started",N
"North Atlanta Vietnamese Alliance Church","Vietnamese District C&MA",313346,8913200,msxuanvo@gmail.com,"Not Started",N
"North Avenue Alliance Church","Alliance New England",304117,2150150,admin@northave.org,Completed,Y
"North Country Alliance Church","Northeastern District C&MA",304545,2436525,office@northcountryalliance.com,Completed,Y
"North Deering Alliance Church","Alliance New England",303848,2123350,rouddykabau@gmail.com,Completed,Y
"North East C&MA Church","Western PA District C&MA",311345,5742565,northeastcma@verizon.net,Completed,Y
"North Ridge Church of the C&MA","The Alliance South",307715,3637648,office@northridgecma.org,Completed,N
"North River Alliance Church","The Alliance South",309341,3647165,duane.mabee@gmail.com,Completed,N
"North San Diego Alliance Church","Vietnamese District C&MA",313255,8906674,msquang36@hotmail.com,Completed,N
"North Seattle Church","Alliance Northwest District C&MA",306508,3053640,info@nsachurch.org,Completed,Y
"North Shore Alliance Church","The Alliance Southeast",308798,4212486,northshorepastortim@gmail.com,Completed,Y
"North Shore Fellowship of the C&MA","Metropolitan District C&MA",765795,1234036,raphael@northshorenj.org,Completed,Y
"North Waverly Chapel","Northeastern District C&MA",304497,2436460,office@nwchapel.org,Completed,Y
"North Woodbury Alliance Church","Central District C&MA",300387,0339535,staff@nwac.live,Completed,Y
"North-Mar Church","Central District C&MA",300451,0339697,northmar@northmarchurch.com,Completed,Y
"Northern Light Chapel","Alliance Northwest District C&MA",306048,3002665,gvac@gci.net,Completed,Y
"Northgate Alliance Church","MidAmerica District C&MA",310137,5419705,hello@mynorthgatechurch.com,Completed,Y
"NorthGate Community Church","South Pacific Alliance",308242,3906420,NorthGate@ngcclife.com,Completed,Y
"Northland Alliance Church","North Central District C&MA",305114,2727450,northlandalliance@live.com,Completed,Y
"Northshore Vietnamese Alliance Church","Vietnamese District C&MA",313299,8906808,phuoclan@hotmail.com,"Not Started",N
"Northside Christian Fellowship","Western Great Lakes District C&MA",310535,5555147,church@northsidecf.org,Completed,Y
"Northside Community Church","Alliance Northwest District C&MA",306317,3053080,info@nccbellingham.com,Completed,Y
"Northview Alliance Church","Central District C&MA",300490,0339765,office@northviewalliance.org,Completed,Y
"Northwest Hmong Alliance Church","Hmong District C&MA",312437,7353825,nwhmongalliance@gmail.com,Completed,Y
"Northwest Houston Vietnamese Alliance Church","Vietnamese District C&MA",716987,8948009,msductho@gmail.com,"Not Started",N
"Northwood Chapel","Alliance Northwest District C&MA",306320,3053085,todd@northwoodchapel.com,Completed,Y
"Norwalk Alliance Church","Central District C&MA",300390,0339544,norwalkallianceoffice@gmail.com,Completed,Y
"Norwalk Cambodian Evangelical Church","South Pacific Alliance",311765,3906738,,Completed,Y
"Norwich Alliance Church","Alliance New England",303744,2109250,norwich.alliance@snet.net,Completed,Y
"Norwich Chinese Christian Church of the C&MA","Alliance New England",325071,2109255,lukezhu118@gmail.com,Completed,Y
"Norwin Alliance Church","Western PA District C&MA",311352,5742567,ncma@norwinalliance.org,Completed,Y
"Nowthen Alliance Church","North Central District C&MA",305065,2727405,info@nowthenalliance.org,Completed,Y
"Nueva Creacion Church","South Pacific Alliance",342453,3906005,iglesianuevacreacion@ymail.com,Completed,Y
"Oak Grove Alliance Church","Eastern PA District C&MA",301711,0942750,office@oakgrovealliancechurch.org,Completed,Y
"Oak Hill C&MA Church","Western PA District C&MA",311572,5742745,oakhill@oakhillcma.org,Completed,Y
"Oak Ridge Alliance Church","The Alliance South",309383,3647800,dcrank@juno.com,Completed,N
"Oasis Church","The Alliance Southeast",309002,4212729,oasisflchurch@gmail.com,Completed,Y
